0.001058809	0.04982746	0.6013288	0.3697896	-1101246
0.001186754	0.04923405	0.458486	0.6796839	-1099321
0.001092076	0.05004615	0.47138	0.8370154	-1102461
0.00121298	0.04914317	0.5148182	0.5762711	-1097959
0.001186426	0.04984923	0.5122078	0.5038853	-1101473
0.001040272	0.04939713	0.4396112	0.7029314	-1100300
0.001144549	0.04932507	0.599175	0.2979063	-1103649
0.00116438	0.04956008	0.4521097	0.6768224	-1104304
0.001176485	0.04925723	0.5108167	0.5375891	-1102787
0.001045791	0.04968538	0.4692854	0.7230807	-1101127
0.001021696	0.05063395	0.370033	0.7237556	-1105328
0.001150475	0.04919552	0.5397448	0.4544408	-1101867
0.001047428	0.04987077	0.623727	0.5788534	-1101082
0.001145224	0.04940511	0.427591	0.93628	-1104924
0.00115885	0.04958194	0.5560617	0.4128857	-1099549
0.001148833	0.04849123	0.4804512	0.7800192	-1103164
0.001137616	0.04968453	0.5910472	0.3851265	-1098626
0.001173326	0.04843614	0.4489121	0.4151702	-1100566
0.0003344308	0.05459598	0.9116576	0.9136602	-1131622
0.001212042	0.04940775	0.481947	0.582803	-1103334
0.0009740359	0.0508724	0.5395481	0.7511253	-1100270
0.001197627	0.04917824	0.5205888	0.4963729	-1099469
0.001167272	0.04911304	0.441364	0.7783037	-1098312
0.001166744	0.04934411	0.5328171	0.4734661	-1101611
0.001140351	0.04932646	0.5002524	0.4585103	-1101661
0.001125942	0.04934352	0.5869068	0.3851152	-1100644
0.001095997	0.0531127	0.5289903	0.5650524	-1099009
0.0011453	0.04925698	0.653391	0.3213111	-1102932
0.001070865	0.05065521	0.6369358	0.9335579	-1112305
0.001175983	0.04910203	0.5276546	0.504103	-1101827
0.001189234	0.04896175	0.48785	0.5723208	-1097841
0.001137595	0.05005739	0.5536795	0.4255708	-1102084
0.001153516	0.04951176	0.5313115	0.5498284	-1102788
0.001154614	0.04953468	0.5053377	0.5564366	-1101556
0.001067144	0.05008428	0.5004608	0.5605359	-1101154
0.001119755	0.04981211	0.5041323	0.5411256	-1099250
0.001193906	0.04905368	0.6145826	0.254729	-1105516
0.001074011	0.05000417	0.6610702	0.3810573	-1103233
0.001031277	0.04960403	0.4874149	0.8108554	-1104872
0.00120426	0.04948163	0.4865377	0.5616796	-1103721
0.001103095	0.05022817	0.420374	0.7084652	-1101190
0.001099153	0.04901738	0.4349251	0.9086872	-1106876
0.001170052	0.04900958	0.5324929	0.515413	-1100170
0.00116649	0.04907754	0.4498316	0.7305418	-1101970
0.001182766	0.04901741	0.4469072	0.7757754	-1101765
0.00117511	0.04992177	0.4764203	0.5454407	-1103176
0.001005094	0.05079436	0.8989137	0.9615116	-1126288
0.001028366	0.04935748	0.4768304	0.6123384	-1099746
0.001208321	0.04915108	0.5418246	0.4681916	-1100784
0.0009713178	0.05133863	0.5160111	0.5116527	-1100130
0.001018302	0.05184361	0.6299993	0.9291491	-1115228
