0.1000894	0.09936474	0.2680386	0.2540605	-2527908
0.1000572	0.09894624	0.2649721	0.2557955	-2526987
0.09987304	0.09950657	0.2687062	0.2537757	-2526533
0.09992803	0.09935887	0.2669378	0.2482514	-2527870
0.1002332	0.09971954	0.2673301	0.2582493	-2528110
0.1001921	0.09789814	0.2690256	0.2510246	-2528343
0.1001068	0.1001404	0.2674344	0.2578793	-2528757
0.1001811	0.09898318	0.2704319	0.2555035	-2527773
0.09992491	0.1001453	0.2696054	0.2540171	-2525472
0.1001825	0.0987474	0.2679407	0.2543845	-2529099
0.1001413	0.1005597	0.2690639	0.248293	-2528076
0.1000937	0.09823488	0.2677051	0.2582831	-2525793
0.1001737	0.09988008	0.2702796	0.2514326	-2527556
0.1001106	0.09970336	0.2702936	0.2523711	-2526809
0.1000602	0.09882297	0.2667538	0.253848	-2527755
0.1001711	0.09968012	0.2669447	0.2521828	-2530006
0.1001563	0.09861854	0.2665888	0.2546384	-2529845
0.09993313	0.09951846	0.2686706	0.248156	-2527316
0.1001929	0.09809231	0.2677106	0.2527101	-2528744
0.1001552	0.0991336	0.2655569	0.2533751	-2530384
0.1000959	0.09958937	0.2678862	0.2558728	-2526910
