0.001088692	0.2496742	0.2299622	0.2334036	-1767155
0.001098535	0.2498229	0.2309586	0.2322579	-1765857
0.0009790988	0.2507554	0.2329017	0.2336079	-1765221
0.001069499	0.250647	0.2321845	0.240733	-1767601
0.001148643	0.2500186	0.2326843	0.2327234	-1769967
0.001110532	0.2500076	0.2322282	0.236265	-1768761
0.001040137	0.2503031	0.229703	0.2361419	-1766973
0.001109762	0.2491577	0.2911255	0.06029713	-1771769
0.001108342	0.2493589	0.2439442	0.197247	-1766117
0.001111715	0.2502833	0.2118163	0.2708434	-1771400
0.001123239	0.249902	0.2669135	0.1509433	-1769032
0.001021155	0.2527898	0.2127502	0.4382661	-1772381
0.00113337	0.2497715	0.2308234	0.2333529	-1770091
0.001080306	0.2502512	0.2249482	0.2677995	-1764797
0.001145912	0.2496147	0.2312589	0.228168	-1767098
0.0009779334	0.2512498	0.1699859	0.4077206	-1766479
0.001090875	0.2500419	0.229421	0.2336262	-1768280
0.00106348	0.2510749	0.1413979	0.3918058	-1766482
0.001057342	0.2498333	0.2314628	0.2322258	-1766218
0.001106992	0.2500802	0.2247603	0.2983121	-1767389
0.001139786	0.2500172	0.2285417	0.2330709	-1768095
