Anc	Der	PanelFreq	Num
0	1	0.01	97
0	1	0.02	88
0	1	0.03	100
0	1	0.04	109
0	1	0.05	71
0	1	0.06	98
0	1	0.07	85
0	1	0.08	86
0	1	0.09	97
0	1	0.1	92
0	1	0.11	106
0	1	0.12	81
0	1	0.13	82
0	1	0.14	105
0	1	0.15	108
0	1	0.16	96
0	1	0.17	89
0	1	0.18	86
0	1	0.19	88
0	1	0.2	109
0	1	0.21	93
0	1	0.22	93
0	1	0.23	115
0	1	0.24	110
0	1	0.25	101
0	1	0.26	113
0	1	0.27	92
0	1	0.28	116
0	1	0.29	98
0	1	0.3	88
0	1	0.31	83
0	1	0.32	105
0	1	0.33	92
0	1	0.34	81
0	1	0.35	90
0	1	0.36	87
0	1	0.37	87
0	1	0.38	87
0	1	0.39	90
0	1	0.4	90
0	1	0.41	99
0	1	0.42	89
0	1	0.43	91
0	1	0.44	81
0	1	0.45	93
0	1	0.46	108
0	1	0.47	118
0	1	0.48	88
0	1	0.49	104
0	1	0.5	84
0	1	0.51	91
0	1	0.52	80
0	1	0.53	107
0	1	0.54	93
0	1	0.55	83
0	1	0.56	68
0	1	0.57	123
0	1	0.58	87
0	1	0.59	79
0	1	0.6	65
0	1	0.61	105
0	1	0.62	103
0	1	0.63	90
0	1	0.64	95
0	1	0.65	117
0	1	0.66	107
0	1	0.67	79
0	1	0.68	87
0	1	0.69	72
0	1	0.7	111
0	1	0.71	115
0	1	0.72	93
0	1	0.73	79
0	1	0.74	104
0	1	0.75	104
0	1	0.76	87
0	1	0.77	100
0	1	0.78	111
0	1	0.79	74
0	1	0.8	109
0	1	0.81	99
0	1	0.82	90
0	1	0.83	102
0	1	0.84	83
0	1	0.85	93
0	1	0.86	82
0	1	0.87	71
0	1	0.88	79
0	1	0.89	98
0	1	0.9	98
0	1	0.91	83
0	1	0.92	72
0	1	0.93	80
0	1	0.94	123
0	1	0.95	77
0	1	0.96	94
0	1	0.97	120
0	1	0.98	64
0	1	0.99	88
0	10	0.02	1
0	10	0.04	2
0	10	0.07	2
0	10	0.11	1
0	10	0.12	1
0	10	0.15	1
0	10	0.2	1
0	10	0.26	1
0	10	0.3	1
0	10	0.4	1
0	10	0.42	1
0	10	0.43	1
0	10	0.46	1
0	10	0.49	1
0	10	0.5	3
0	10	0.6	1
0	10	0.63	1
0	10	0.7	1
0	10	0.71	1
0	10	0.72	1
0	10	0.77	2
0	10	0.8	2
0	10	0.83	1
0	10	0.91	1
0	10	0.95	1
0	10	0.98	2
0	11	0.46	1
0	11	0.48	1
0	11	0.81	1
0	11	0.86	1
0	11	0.94	1
0	12	0.12	1
0	12	0.32	1
0	12	0.36	1
0	12	0.6	1
0	12	0.64	1
0	12	0.91	1
0	2	0.01	93
0	2	0.02	72
0	2	0.03	91
0	2	0.04	95
0	2	0.05	96
0	2	0.06	98
0	2	0.07	94
0	2	0.08	112
0	2	0.09	112
0	2	0.1	104
0	2	0.11	100
0	2	0.12	109
0	2	0.13	77
0	2	0.14	107
0	2	0.15	118
0	2	0.16	88
0	2	0.17	74
0	2	0.18	85
0	2	0.19	109
0	2	0.2	111
0	2	0.21	104
0	2	0.22	103
0	2	0.23	112
0	2	0.24	115
0	2	0.25	85
0	2	0.26	109
0	2	0.27	88
0	2	0.28	120
0	2	0.29	118
0	2	0.3	111
0	2	0.31	102
0	2	0.32	130
0	2	0.33	101
0	2	0.34	84
0	2	0.35	98
0	2	0.36	81
0	2	0.37	102
0	2	0.38	118
0	2	0.39	98
0	2	0.4	100
0	2	0.41	132
0	2	0.42	92
0	2	0.43	102
0	2	0.44	86
0	2	0.45	85
0	2	0.46	113
0	2	0.47	118
0	2	0.48	86
0	2	0.49	142
0	2	0.5	100
0	2	0.51	120
0	2	0.52	123
0	2	0.53	152
0	2	0.54	131
0	2	0.55	102
0	2	0.56	85
0	2	0.57	120
0	2	0.58	112
0	2	0.59	124
0	2	0.6	93
0	2	0.61	124
0	2	0.62	110
0	2	0.63	107
0	2	0.64	104
0	2	0.65	121
0	2	0.66	148
0	2	0.67	75
0	2	0.68	94
0	2	0.69	96
0	2	0.7	97
0	2	0.71	126
0	2	0.72	110
0	2	0.73	98
0	2	0.74	132
0	2	0.75	137
0	2	0.76	90
0	2	0.77	122
0	2	0.78	112
0	2	0.79	121
0	2	0.8	137
0	2	0.81	115
0	2	0.82	94
0	2	0.83	122
0	2	0.84	133
0	2	0.85	98
0	2	0.86	105
0	2	0.87	102
0	2	0.88	122
0	2	0.89	121
0	2	0.9	127
0	2	0.91	101
0	2	0.92	105
0	2	0.93	102
0	2	0.94	166
0	2	0.95	129
0	2	0.96	153
0	2	0.97	162
0	2	0.98	102
0	2	0.99	90
0	3	0.01	78
0	3	0.02	66
0	3	0.03	54
0	3	0.04	87
0	3	0.05	72
0	3	0.06	80
0	3	0.07	85
