0.001106527	0.2494828	0.4004334	0.4364522	-1842829
0.001080594	0.2502972	0.4043099	0.5483043	-1837544
0.001090188	0.2492539	0.4033545	0.4256682	-1845238
0.001090247	0.2499108	0.3967198	0.4337643	-1843200
0.001081082	0.249342	0.394497	0.4465899	-1845214
0.001101403	0.2495451	0.3971609	0.4333596	-1847071
0.001107075	0.248598	0.3395298	0.4580405	-1843008
0.001128927	0.2496189	0.397028	0.4386346	-1844607
0.001103999	0.2490932	0.4194156	0.3931963	-1843631
0.001090859	0.2500878	0.3218592	0.705874	-1847902
0.001143006	0.2492796	0.4009781	0.4274113	-1842791
0.001145458	0.2496196	0.3967089	0.436828	-1843220
0.001101918	0.2483575	0.3787989	0.3345395	-1841477
0.001075132	0.249897	0.4087015	0.4069053	-1839916
0.001123725	0.2499658	0.4219292	0.5573261	-1842766
0.001069209	0.2498873	0.3893363	0.4687326	-1839738
0.001103234	0.2497202	0.3736244	0.4832036	-1843647
0.001089494	0.250454	0.3217201	0.6859118	-1847627
0.001092374	0.2497523	0.376312	0.4897338	-1844275
0.001126252	0.2493612	0.3959667	0.4354666	-1843514
0.001091199	0.2495878	0.3977715	0.4396453	-1840356
